bing	52	bing	0.9438344484873407
bing	354	msn search	0.9434332763506951
bing	344	live search	0.9434019960155556
bing	98	comparison of web search engines	0.24574019460469362
bing	343	list of search engines	0.09754410584219297
bing	277	info.com	0.0948586111327194
bing	381	msnbot	0.07690319333353232
bing	637	web search engine	0.0732008195956019
bing	447	powerset (company)	0.043308217045750434
bing	326	keyword (internet search)	0.03095172491855464
bing	519	search engine optimization	0.03089255860299553
bing	656	yebol	0.023935581494218917
bing	638	web search query	0.018225263671347056
bing	520	search engine results pages	0.01801720221381427
bing	337	learning to rank	0.015989795486037663
bing	518	search engine marketing	0.014415190593908058
bing	427	organic search	0.012057599775884078
bing	245	goby inc.	0.012053276021369056
bing	525	semantic search	0.009008267557506127
bing	622	webcrawler	0.008616872137491278
bing	187	dogpile	0.008545211519133447
bing	336	leapfish	0.008052300319156283
bing	631	web mining	0.007006029848233649
bing	194	duckduckgo	0.005786241286722431
bing	466	quaero	0.004588131677460551
bing	492	robots.txt	0.004512700119825543
bing	493	robots exclusion standard	0.004468347166393955
bing	654	yahoo! search	0.0044009600672010665
bing	75	carrot2	0.003619494073184375
bing	373	microsoft	0.0032474918976977563
bing	619	volunia	0.003022199886153274
bing	401	naver	0.002983726207699087
bing	250	google search	0.0029406927849587143
bing	647	wolfram alpha	0.002573676096577041
bing	21	altavista	0.0024980441786084844
bing	244	go.com	0.0016989582031382686
bing	355	machine learning	0.0013778477477439537
bing	35	ask.com	0.0011873347196164204
bing	369	meta tags	0.0010438883796634619
bing	152	data mining	0.0010051562904474281
bing	117	computer vision	7.334341070978683E-4
bing	517	search engine indexing	7.262441094569287E-4
bing	276	index (search engine)	7.260532816490454E-4
bing	626	web crawling	4.594485622503397E-4
bing	625	web crawler	4.5907436396975295E-4
bing	241	geographic information systems	2.7595416446054227E-4
bing	45	baidu	2.082640934617941E-4
bing	247	google	1.1800787864304757E-4
